,Info,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red
,MatchID,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle
,Address,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist
132,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1,6,11,4,13,5,13,1,16,4,15,3,13,6,13,8,7,0,15,2,9
133,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220254?gameHash=33635d04462c738e,11,5,3,10,3,8,1,9,2,10,3,0,0,5,3,3,0,5,0,3
134,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220266?gameHash=8749306da4ce243b,4,7,1,5,7,2,0,9,2,12,2,3,2,5,2,4,2,5,2,5
135,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220272?gameHash=ef1053869a9b125d,5,8,9,3,3,8,2,10,1,17,2,5,4,0,0,5,1,4,1,5
136,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4,2,6,5,11,6,10,3,9,1,8,1,3,1,4,2,3,1,3,1,3
137,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230233?gameHash=fecc2f4104a950b3,2,10,0,5,8,4,0,11,2,9,3,5,0,6,5,2,0,5,1,4
138,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7,6,12,5,14,5,13,1,17,7,11,1,1,0,1,0,2,1,1,1,1
139,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a,6,6,4,7,5,4,0,11,3,13,1,4,1,2,5,1,2,4,0,4
140,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230254?gameHash=3a0687fef919f99b,5,4,2,8,5,10,1,13,3,10,5,2,3,6,1,9,1,7,0,8
141,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230270?gameHash=4b281a331503e363,3,15,4,16,11,10,4,14,2,13,4,10,4,9,4,10,4,11,2,13
142,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250008?gameHash=f3b59b7b3345ab4c,3,9,2,13,2,5,0,14,8,6,2,0,0,1,1,0,0,2,0,2
143,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250027?gameHash=f52cadec859b7d13,3,5,0,5,4,2,0,8,4,4,11,3,2,14,4,13,1,15,2,14
144,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250040?gameHash=0b2f5db5a1e87c90,4,7,2,4,3,5,2,8,2,4,6,13,2,15,8,14,1,18,8,11
145,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250054?gameHash=5b02452b53c7b6bc,1,1,0,1,1,1,0,2,1,1,3,10,3,11,3,5,0,9,5,6
146,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250067?gameHash=3e243c509b701e4f,6,6,1,10,5,9,1,8,3,9,1,0,0,0,1,1,0,2,0,2
147,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250075?gameHash=fefc7dd282d9e0fa,7,11,3,12,7,12,1,18,7,16,6,7,4,2,5,3,1,10,0,8
148,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250085?gameHash=b02d31d8ef5d975a,1,7,3,2,6,5,1,10,1,6,5,6,2,6,3,7,1,11,3,5
149,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250093?gameHash=526acf576153f2fa,1,1,0,2,1,2,1,2,0,2,3,2,2,4,1,5,1,5,1,5
150,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250101?gameHash=83eb00ce756934c5,1,0,0,1,0,1,0,2,1,1,4,5,0,8,6,3,0,9,0,6
151,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250106?gameHash=672a4fa9b979d6dd,5,7,1,9,7,4,2,10,0,12,2,0,3,1,2,2,0,3,0,4
152,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240099?gameHash=577df3f03e4e8f12,7,9,2,9,7,10,0,15,3,9,5,2,0,6,3,4,1,7,0,7
153,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240109?gameHash=293158505dc5e57d,0,1,0,0,0,0,0,0,1,0,4,6,6,3,3,9,0,12,2,10
154,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240111?gameHash=9332f0b03bba2f3e,4,9,3,9,3,9,1,16,8,7,4,3,2,7,5,3,0,5,0,9
155,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240119?gameHash=cab05d1729348e41,2,8,3,4,7,6,1,10,0,11,4,0,0,3,1,4,0,4,1,5
156,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240127?gameHash=4b0c2f81e133b2c7,3,15,3,13,8,10,2,19,8,13,2,3,1,4,3,5,2,5,1,8
157,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240144?gameHash=a384641759a15cf6,3,0,1,2,1,2,0,3,0,3,5,4,2,12,7,3,0,11,1,9
158,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240145?gameHash=6e0045268cfc1b5b,4,12,0,14,9,4,1,17,4,7,1,0,0,1,0,1,0,0,0,0
159,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240153?gameHash=287e3e94aa07d68d,3,6,2,8,6,5,0,10,1,11,8,6,1,10,6,10,0,16,1,14
160,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240165?gameHash=e2e96608cd47c7ae,3,9,4,6,7,10,2,15,1,13,3,3,1,6,2,2,0,5,1,6
161,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240173?gameHash=1b3ea3710789e7e4,3,7,5,5,13,3,0,18,0,10,8,5,0,9,9,4,0,10,0,9
162,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260017?gameHash=02b9060a6ab61fc5,9,3,2,13,2,11,4,13,3,8,2,5,2,4,4,3,1,4,1,6
163,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260018?gameHash=c3ec23394a795120,3,7,3,9,4,8,0,13,3,8,3,1,1,2,0,3,0,3,0,2
164,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260029?gameHash=275ed6142ee32d7c,1,1,3,1,3,1,1,5,0,4,1,4,2,2,1,1,0,4,1,3
165,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,3,8,3,10,7,5,0,9,1,8,12,12,3,15,9,14,0,21,2,20
166,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260045?gameHash=e1589c25acb7a1f3,3,6,4,7,5,6,0,10,0,9,7,13,3,13,13,8,0,22,3,18
167,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260059?gameHash=7483afd2dbea6ff7,4,8,0,15,9,8,1,16,3,11,0,0,0,0,0,0,0,0,1,0
168,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260071?gameHash=ad906c10b354307e,6,10,1,12,8,7,0,14,6,6,6,12,4,10,9,11,0,19,3,12
169,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260073?gameHash=f82fa235ee6ed757,0,1,1,0,0,1,0,1,0,1,4,5,0,7,5,4,0,10,1,6
170,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260081?gameHash=3e2cc872b1ad9c5b,6,5,4,8,2,6,0,9,4,5,3,11,4,12,10,7,1,12,5,13
171,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260089?gameHash=7505e3c372fdf91f,2,10,3,6,5,5,0,11,3,6,6,6,3,10,6,4,0,15,1,7
172,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290006?gameHash=709fb5f21c47682b,3,0,0,3,3,2,0,4,0,4,2,6,4,5,5,6,0,10,1,4
173,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290011?gameHash=176010635e0054d0,3,2,2,5,4,4,0,6,0,2,2,11,5,8,9,7,1,16,3,9
174,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290018?gameHash=d90c172fc49ede4a,1,1,3,4,1,6,0,6,3,5,4,8,3,16,6,10,0,17,9,10
175,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290026?gameHash=d17953813c0bfbb0,4,3,1,5,3,1,0,6,0,5,4,3,3,5,3,2,0,11,1,8
176,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,6,8,7,6,8,8,0,14,1,11,2,5,0,7,5,4,0,7,2,6
177,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280047?gameHash=afb46527445584c1,0,2,0,1,2,2,1,4,4,2,4,7,8,7,4,8,0,10,5,6
178,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280054?gameHash=81607d39cb296bc7,0,7,11,4,8,10,1,17,1,12,2,2,1,4,2,4,1,4,0,3
179,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280062?gameHash=69fe7bdd0207d7e7,2,1,0,5,2,3,0,5,1,3,5,7,0,10,7,5,1,11,1,7
180,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280071?gameHash=da598591672fec8b,0,5,2,1,1,2,1,5,2,3,7,7,7,10,5,6,1,17,1,14
181,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280081?gameHash=252e240b129bc2e4,8,12,5,15,7,13,2,17,4,19,10,9,6,16,7,14,0,25,4,18
182,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280089?gameHash=bd91475eb3a1809a,2,0,0,1,0,1,0,1,0,2,1,6,1,11,7,3,0,12,4,6
183,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280102?gameHash=57715cecf3d8192e,6,12,6,11,2,8,2,11,7,6,3,3,1,0,3,3,0,6,1,4
184,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280109?gameHash=192f9eb96eaf29c9,8,8,0,17,2,10,0,15,10,8,2,6,2,1,6,4,0,8,0,3
185,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110006?gameHash=f1c130363aefaeab,1,8,4,5,2,3,2,4,3,8,6,9,8,9,6,7,1,16,4,13
186,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110014?gameHash=18717893b9762729,7,11,1,18,10,8,2,15,2,11,2,5,1,5,5,5,2,7,1,6
187,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110015?gameHash=f485ca80cf34808f,3,0,0,1,1,2,0,3,0,3,4,7,4,10,9,5,1,15,4,7
188,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100009?gameHash=8108b2b008790546,1,10,6,12,4,10,3,13,8,9,2,1,0,3,1,2,0,2,1,2
189,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100015?gameHash=a2126b50b67efa95,7,7,3,10,7,7,0,15,3,11,1,4,2,4,3,2,1,2,2,4
190,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100016?gameHash=28bb334af8cea20e,1,2,1,2,3,2,0,3,0,4,7,5,2,9,1,9,1,11,2,10
191,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100017?gameHash=96180cadbba3065d,0,5,2,3,1,4,1,3,4,4,11,2,4,11,5,14,1,13,7,12
192,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100055?gameHash=a3bf6f4e45864ac8,3,1,3,2,1,5,0,6,0,4,1,13,3,12,12,4,1,19,3,14
193,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100063?gameHash=6583f960f11e2e6f,9,10,7,7,1,12,1,14,3,13,1,4,1,4,5,0,1,6,1,7
194,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100064?gameHash=c725a2bc09955c4d,2,6,3,5,6,6,1,8,0,9,2,5,2,6,4,2,0,6,0,5
195,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100072?gameHash=622246efcbd8c056,1,5,3,3,1,5,2,4,1,6,3,7,1,7,8,2,0,10,0,9
196,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100073?gameHash=9c00db0fa33f787b,4,9,5,7,5,11,1,14,3,11,5,1,1,4,0,6,1,4,0,5
197,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110091?gameHash=19ce3025e6603adc,1,1,0,2,1,1,0,2,2,1,4,5,2,3,3,3,0,6,1,8
198,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110095?gameHash=5c5183eed3a2f4cf,1,4,2,2,3,5,0,5,3,5,6,7,0,14,8,7,0,16,4,11
199,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110096?gameHash=0fff3ee4c1bc24fb,3,3,1,4,3,2,1,2,1,2,9,6,3,13,6,8,2,14,0,16
200,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110098?gameHash=5859e05051fdabbe,2,3,3,1,1,3,1,2,0,6,7,9,1,7,11,6,1,15,2,14
201,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110111?gameHash=ad821d17a6a45dde,4,13,6,11,7,9,1,17,0,16,2,2,0,2,4,2,0,4,2,4
202,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110117?gameHash=f03c8ac2897345bf,5,9,6,7,5,5,0,14,1,16,1,2,0,3,5,0,0,5,0,4
203,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110119?gameHash=586282878818beb9,0,1,6,0,1,2,0,6,0,4,6,8,5,7,5,11,0,13,5,14
204,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110120?gameHash=218d238cb0508c6d,7,7,2,8,1,10,1,9,6,8,2,3,2,3,1,3,0,5,2,4
205,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001110121?gameHash=b345e15abf449b48,1,2,0,2,1,0,0,2,1,1,4,8,1,9,6,4,1,8,3,9
206,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100107?gameHash=82c0f161ad6c0621,1,3,0,3,3,0,0,4,0,3,3,4,2,8,5,5,1,9,0,9
207,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100119?gameHash=26ffc410e405cf6c,3,1,2,4,1,3,0,4,1,4,9,6,0,9,6,6,1,9,1,11
208,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100120?gameHash=d5915af397116496,5,8,3,14,8,5,3,10,1,14,0,2,0,3,3,1,0,2,1,3
209,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001100121?gameHash=80fdddeaa8260cbd,3,1,1,4,2,3,1,5,0,6,5,3,2,8,6,2,0,9,1,10
210,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330009?gameHash=ed44957c5085b487,3,5,1,8,5,5,0,10,1,6,3,5,0,6,6,3,0,8,1,8
211,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330011?gameHash=ceab9a557db65ef8,2,4,1,3,4,0,0,4,2,5,3,7,1,9,8,7,1,12,3,8
212,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330012?gameHash=1e7d8aab13ec3357,4,7,2,7,2,8,0,14,7,8,3,4,3,4,4,4,0,4,0,5
213,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340045?gameHash=bd7b1ff0d60589e3,1,2,2,3,2,3,0,5,0,5,4,3,0,4,2,5,2,4,0,5
214,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340047?gameHash=85ebad3f88d8055f,4,8,2,16,7,7,1,13,5,8,2,0,0,2,0,2,0,2,0,2
215,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340048?gameHash=c019fbdb115c8f84,3,12,7,5,5,10,1,9,2,10,2,1,0,3,1,3,1,1,0,3
216,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340049?gameHash=4b4d1f07e75659a9,0,1,0,0,2,0,0,1,0,0,4,9,5,5,3,7,0,8,2,9
217,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330086?gameHash=5605652209410353,4,9,3,7,8,8,0,12,2,13,5,6,2,9,4,6,0,11,3,8
218,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330097?gameHash=4a55f0fa25c4fa7a,0,7,2,7,7,3,0,7,3,7,5,5,2,8,6,6,0,13,0,10
219,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001330099?gameHash=646c24c3ad1d8059,6,12,4,12,6,9,1,15,4,16,2,3,0,7,2,4,1,4,5,2
220,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340118?gameHash=a36c8ab58f36e52a,5,5,2,6,2,3,1,6,1,7,7,10,1,15,10,5,0,13,1,13
221,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340124?gameHash=4753b8797532547f,3,10,1,9,6,9,0,14,5,5,2,5,0,8,5,6,1,10,3,7
222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340125?gameHash=725624737e1bf329,6,10,0,14,9,9,3,14,2,12,5,7,4,6,2,8,0,10,1,9
223,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001340126?gameHash=4b8783ac4c358c01,1,10,4,3,5,6,1,11,2,11,1,2,1,1,1,2,0,4,1,1
224,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360062?gameHash=59b8cc361cf4072d,3,4,0,8,3,4,0,7,2,6,2,3,0,5,0,1,1,3,2,3
225,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360067?gameHash=83aa77e2c9e11af5,5,4,3,13,2,10,0,14,9,6,3,2,2,2,1,3,0,5,0,5
226,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360068?gameHash=27fcf16012c23d34,1,3,0,4,3,2,0,4,1,3,0,1,0,1,1,0,0,1,0,1
227,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360069?gameHash=338f79bf740f4013,5,2,1,7,4,3,0,9,4,8,6,14,4,17,6,12,0,15,7,9
228,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360081?gameHash=cac4c36035f17c29,6,3,4,6,7,4,0,10,0,9,0,2,0,0,3,0,0,2,0,1
229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360089?gameHash=c4175cd4fbc1c50c,1,12,2,7,9,6,0,5,3,7,8,11,4,11,12,11,0,25,3,16
230,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001360090?gameHash=1e20ef6df11a234d,7,13,4,12,4,18,2,18,8,13,2,5,0,9,4,5,0,5,3,4
231,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370006?gameHash=7473a5a174e40fce,1,4,5,2,1,3,0,5,0,5,8,5,4,8,3,9,1,13,1,8
232,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370016?gameHash=ae3261ebf027d1c7,0,4,1,4,4,2,1,6,1,5,8,8,5,11,3,8,1,15,2,12
233,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370017?gameHash=34a0bbd8abf9eea9,2,8,5,7,6,5,1,9,2,5,3,4,2,4,5,2,1,6,1,6
234,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370018?gameHash=505b18fd44fed131,5,4,1,9,2,7,1,10,6,3,2,1,1,2,1,2,0,4,0,3
235,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370019?gameHash=57cfdec372b79f35,6,9,3,14,9,7,1,18,2,9,1,1,1,1,0,1,0,2,0,0
236,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370020?gameHash=64a56fb409fae627,4,5,6,7,2,10,1,13,3,10,2,0,1,2,1,2,0,2,0,3
237,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370026?gameHash=d55a4a403211f35e,5,1,1,3,0,3,1,3,0,3,7,12,8,6,6,13,0,20,6,11
238,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370027?gameHash=572f9e09ff126c37,4,3,3,9,3,10,2,7,5,8,8,6,4,9,9,4,0,16,4,11
239,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370028?gameHash=319affeb9db3bc00,10,9,2,9,11,10,0,20,2,17,4,6,2,8,2,3,1,5,4,7
240,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001370029?gameHash=3139ba7d6a6011c9,2,3,2,3,2,3,2,4,1,3,4,5,4,7,5,3,0,9,1,8
241,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001380034?gameHash=94de5bd76df74d42,1,0,0,1,0,1,0,1,1,0,2,8,1,8,8,3,0,12,1,10
242,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001380037?gameHash=28cb1799f49512e0,2,0,0,3,3,0,0,4,0,4,4,12,1,8,6,9,3,11,5,8
243,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001380038?gameHash=a723632a2b5fac4e,4,3,1,5,3,2,0,6,1,5,5,10,3,9,5,8,0,15,6,7
244,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001380039?gameHash=eddf4b69a7f73b3b,9,6,0,14,3,6,0,9,7,7,4,7,0,11,3,4,0,5,5,4
245,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520070?gameHash=e5a089b1818d40b0,1,9,3,5,6,3,0,9,3,8,6,7,3,12,8,11,2,18,3,14
246,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520083?gameHash=86d4c628a9babfbb,2,4,1,2,3,2,0,5,1,3,2,10,2,8,11,4,0,15,2,10
247,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520097?gameHash=bc715e5ce8216066,8,7,2,10,2,7,0,16,4,4,5,7,4,2,5,4,1,11,1,10
248,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520109?gameHash=0ce3cff3ee930c35,2,12,2,7,11,7,0,16,3,9,3,7,1,7,7,5,0,9,1,7
249,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520119?gameHash=44d0e53ce9d31537,3,7,0,9,7,5,1,9,3,6,3,2,0,4,1,3,1,3,1,5
250,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510104?gameHash=fdbda4f42ae325fa,1,0,1,3,1,3,1,4,2,4,3,6,5,9,6,5,0,10,2,7
251,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510120?gameHash=94f4e7ae4539dfea,6,10,5,5,6,7,1,12,3,11,4,1,0,2,2,1,0,3,0,4
252,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510125?gameHash=f7059f7939cf2287,1,8,3,8,7,3,0,10,1,5,2,10,2,11,6,10,1,13,6,9
253,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510141?gameHash=dfdec88962988af1,0,2,0,0,3,1,0,4,1,3,6,6,4,6,5,6,0,13,2,11
254,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510148?gameHash=80b3cb5ba753c483,7,3,3,3,1,5,0,7,5,3,0,0,0,0,0,0,0,0,0,0
255,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520253?gameHash=8acbe7f157834876,2,11,3,9,7,3,1,12,2,12,0,1,3,0,1,0,0,2,1,3
256,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520261?gameHash=97fcbbf11e0f4627,4,4,5,7,2,5,0,6,2,4,3,11,6,8,4,6,1,15,4,9
257,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520271?gameHash=33bf9fbb8b079c41,1,4,0,3,3,1,1,5,2,4,8,5,2,8,3,7,0,11,2,10
258,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001520279?gameHash=15bfc7c42815e1a9,3,7,1,9,5,5,0,11,5,7,2,3,1,2,0,5,1,2,1,3
259,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510200?gameHash=4d4871d0e68e336e,6,6,3,6,1,3,1,9,4,7,1,0,0,0,0,1,1,1,0,1
260,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510217?gameHash=2ff30f937b0fc345,1,3,1,4,1,3,0,3,2,2,7,4,0,12,8,4,0,13,1,9
261,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510234?gameHash=8108b30126177b06,2,3,3,3,3,2,0,6,0,5,5,5,3,2,1,5,0,7,5,4
262,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510247?gameHash=b7c411103db1e3c2,2,7,1,9,10,2,0,11,1,10,4,5,0,9,3,6,0,4,3,6
263,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001510259?gameHash=62fab746a07b620c,3,5,3,7,5,4,0,6,2,2,2,9,7,6,3,10,0,10,5,8
264,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540011?gameHash=1e99c74be46f5d70,5,3,3,4,2,5,0,7,2,9,2,3,2,3,2,2,0,4,1,4
265,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540022?gameHash=bbb72a5bd29a262c,2,0,0,2,1,1,0,4,2,1,4,5,0,5,7,5,0,12,2,9
266,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540028?gameHash=e18e291a97e20b8d,3,14,4,13,7,10,2,14,4,14,1,3,0,4,3,2,1,6,2,3
267,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540048?gameHash=a3acb118e966aed0,2,2,1,1,4,1,0,5,0,4,0,1,1,1,0,1,0,1,1,0
268,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540061?gameHash=f545358375f002eb,1,2,2,9,11,3,0,11,2,8,1,4,1,0,1,2,1,3,1,2
269,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540069?gameHash=10f003b98fed519c,3,9,3,5,3,7,0,10,4,6,4,3,6,6,0,10,0,8,5,5
270,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540076?gameHash=cf1d8b6a5d0ab6d7,5,9,3,12,8,8,0,17,3,10,0,0,0,0,0,0,0,0,0,0
271,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540082?gameHash=ac7de0d2e6ac1216,3,2,4,4,1,2,0,4,1,3,1,4,1,5,2,5,0,9,5,4
272,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540091?gameHash=5611a9eaf7dc6b76,0,0,1,0,0,0,0,1,0,1,7,3,1,4,1,1,0,6,4,7
273,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001540106?gameHash=b1ead01742931c7b,5,7,4,5,3,7,1,12,0,10,0,3,1,2,2,1,0,4,1,2
