,Info,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red
,MatchID,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle
,Address,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist
3662,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620236?gameHash=9989827a9e759209,3,1,0,2,1,2,0,4,2,1,3,0,0,1,2,2,0,5,2,2
3663,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620285?gameHash=75ac0727724d6ba7,2,9,1,9,8,3,1,11,0,7,3,3,0,5,2,3,2,3,1,4
3664,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620292?gameHash=2c4e38cc70562aac,6,5,2,8,4,4,0,11,1,8,2,8,2,8,4,6,1,9,2,7
3665,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620305?gameHash=8b322381bff31cfe,4,4,2,7,4,4,0,10,1,5,2,5,3,3,0,4,0,6,3,3
3666,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620321?gameHash=eb950a09cb7a75f7,3,2,1,2,1,2,0,3,1,3,1,1,0,0,0,2,0,2,1,1
3667,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620386?gameHash=d56c690f01bbf6d9,5,9,2,6,7,6,0,17,6,10,1,4,2,6,2,4,1,3,2,5
3668,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620390?gameHash=4787f0eb79b72092,10,18,4,13,12,9,0,20,6,13,1,15,4,9,7,9,2,15,4,14
3669,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620395?gameHash=24d858d4d96f45e8,7,7,3,14,9,8,0,17,1,12,6,10,3,7,5,11,0,15,5,5
3670,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620403?gameHash=45a8f90dfd3f3536,0,3,2,1,1,2,0,3,1,0,4,6,4,9,9,7,0,13,1,12
3671,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620414?gameHash=e50874cddd3f5dc4,1,0,0,0,0,0,0,1,1,0,5,10,1,14,3,9,2,11,5,7
3672,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620416?gameHash=de5d8bd942ef3464,4,5,3,4,6,6,0,10,1,11,12,5,3,14,2,16,1,16,2,11
3673,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620420?gameHash=15df683db02d5aa2,2,0,0,1,0,1,0,1,0,1,4,6,1,7,4,8,1,10,3,7
3674,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620430?gameHash=8df9496cde90a6d7,16,5,5,11,3,19,0,16,1,15,4,7,2,11,4,7,4,11,3,9
3675,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620442?gameHash=c746ca828bdafd08,4,2,0,2,1,3,0,4,1,4,6,6,0,9,7,3,0,8,0,2
3676,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620444?gameHash=f52af6d237759298,6,8,4,9,2,8,1,10,5,9,6,1,0,3,0,5,0,6,1,3
3677,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620446?gameHash=9ceab02fbeba5587,3,6,0,8,5,5,2,8,1,8,0,1,0,0,1,0,0,1,0,0
3678,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/630390?gameHash=8a40d0c9b6721e9e,2,3,1,4,4,3,0,8,2,5,2,6,2,6,5,6,1,8,3,2
3679,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620467?gameHash=370296db5a03c6f5,3,5,3,5,1,6,1,4,1,4,0,1,0,1,1,0,0,0,0,1
3680,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620468?gameHash=dbbf1c4363de7ad5,3,10,2,11,5,8,0,12,5,7,6,2,0,6,1,6,1,4,1,6
3681,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620472?gameHash=71de308c4227093b,2,9,1,9,10,4,0,11,3,7,2,3,1,3,3,3,0,6,2,4
3682,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/620482?gameHash=31c3dfee36bd390e,2,7,1,7,4,6,0,10,4,4,0,3,0,1,2,1,0,2,1,2
3683,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650139?gameHash=058d864b947f0f74,3,1,0,2,1,1,0,2,1,3,0,3,1,3,2,2,0,3,2,1
3684,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650141?gameHash=0027fa6f843764c9,4,6,4,3,3,5,0,8,2,8,3,1,1,2,2,4,1,5,2,4
3685,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650142?gameHash=a89fd72435a28848,0,3,2,6,4,6,1,9,5,4,0,0,1,0,0,1,0,1,0,1
3686,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650143?gameHash=6d7a45dc66412da4,4,8,3,4,3,6,0,9,2,8,2,1,0,1,0,4,0,3,2,1
3687,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650144?gameHash=a8f0d9f2a025a61e,1,1,1,1,0,0,1,0,0,1,2,3,2,3,0,6,1,7,3,5
3688,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650165?gameHash=46d2d5919f7f9d5e,5,12,2,18,5,13,0,17,14,8,2,4,3,6,3,6,0,6,3,5
3689,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650166?gameHash=a1e7024e34b5cbfa,1,1,0,1,1,0,0,2,0,2,1,10,1,5,7,4,0,11,3,6
3690,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/650168?gameHash=793cb606ecf24fb6,3,10,2,11,7,6,2,14,4,8,0,2,0,3,3,0,0,2,0,2
3691,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/640208?gameHash=39fbea75f92b63b8,4,1,1,4,1,5,0,2,0,5,8,11,6,11,5,10,3,13,0,15
3692,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/640211?gameHash=80d040b940f9da30,1,1,0,1,1,2,1,2,0,2,3,4,3,8,2,8,1,9,5,6
3693,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/640213?gameHash=6ae3c55664b05ea8,3,2,1,5,3,4,0,3,0,6,2,10,3,7,6,6,0,11,3,9
3694,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690340?gameHash=49c4ff4c792cdf51,7,5,0,6,2,10,0,11,5,6,3,0,0,2,1,2,0,4,1,3
3695,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690349?gameHash=2545f72c16e91beb,3,6,0,5,7,2,0,9,1,8,0,8,2,2,2,5,0,6,4,2
3696,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690351?gameHash=18ac9b3fa1de21ac,1,2,0,3,2,1,0,3,1,0,1,1,2,2,2,2,0,3,2,2
3697,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690369?gameHash=96d55366453fd56b,4,5,2,10,6,9,0,15,6,7,1,1,0,0,0,2,1,1,0,1
3698,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690455?gameHash=0eb3372f9377b0af,3,6,1,7,5,3,0,10,4,8,0,0,0,1,0,0,1,0,0,1
3699,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690466?gameHash=e3f4a428ab925752,1,0,0,3,0,0,0,2,2,1,7,5,8,5,4,7,0,13,0,13
3700,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690482?gameHash=a8331da38c1e679c,3,5,1,4,4,6,0,7,3,6,2,5,2,8,7,4,0,4,2,7
3701,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690504?gameHash=122e274a5417860d,7,11,5,10,3,12,1,8,4,9,2,3,1,4,1,7,1,7,4,2
3702,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690650?gameHash=48667a0a387a9512,2,4,3,8,3,4,2,5,4,4,1,1,1,2,0,2,0,3,1,2
3703,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690667?gameHash=cf06882aee8046ae,8,3,0,9,3,5,0,9,1,5,2,13,5,6,5,10,1,11,3,6
3704,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690678?gameHash=feb2ba39a2653700,3,1,4,3,0,3,0,3,0,2,3,11,9,9,5,12,0,18,5,17
3705,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/690707?gameHash=781152a1a5d649c2,1,10,7,6,3,7,0,8,5,7,2,2,1,2,2,2,0,4,2,2
3706,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710023?gameHash=0ab93222dccf8784,9,6,2,9,2,11,1,14,1,11,1,3,0,4,3,2,0,4,1,1
3707,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710036?gameHash=6977a40f34746cb2,0,0,0,1,1,1,0,1,1,1,6,9,5,11,4,13,2,14,2,9
3708,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710037?gameHash=00df84280ed2625b,4,2,3,3,0,6,0,6,3,5,6,7,9,9,5,13,0,19,3,15
3709,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710050?gameHash=567119831081c69b,6,8,3,9,10,13,3,18,2,11,3,7,5,8,7,8,1,10,2,2
3710,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710094?gameHash=f111bce1a11a3b67,3,7,5,1,4,9,2,12,1,6,0,2,0,0,1,1,0,2,2,1
3711,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710099?gameHash=0217774f5fcfd38c,1,4,1,4,1,4,1,5,2,4,10,6,0,6,3,6,1,11,2,6
3712,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710108?gameHash=6f104a84c4a0ee7a,3,5,0,6,3,6,0,9,5,3,2,4,2,2,3,3,2,4,0,8
3713,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710122?gameHash=f2d4f2ae122c5fe0,1,4,1,3,2,4,1,3,1,2,6,4,5,3,3,8,0,11,2,7
3714,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710154?gameHash=26e839af6aae5158,4,7,4,6,4,7,0,11,3,9,2,12,2,12,12,6,0,16,2,14
3715,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/700137?gameHash=f88ce18faadb71c4,4,6,0,6,12,6,3,10,1,13,0,0,2,0,1,1,1,1,0,3
3716,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/700145?gameHash=4cb7e337716db287,3,4,1,5,2,5,0,5,4,4,2,1,0,7,0,2,0,5,5,2
3717,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/700156?gameHash=242b8e18bc49338f,0,2,1,0,0,1,1,2,1,1,2,7,5,8,3,10,1,13,4,7
3718,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/700249?gameHash=cf90b4c2165a66fe,2,2,1,4,0,2,0,3,4,2,2,7,1,4,6,5,1,11,2,6
3719,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/700267?gameHash=a215ec943ba15ed4,3,8,3,7,2,10,2,12,6,7,2,2,2,2,0,3,0,3,1,4
3720,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710291?gameHash=1be09efa08726279,2,2,1,2,1,5,1,3,1,3,5,10,2,12,7,9,2,13,1,11
3721,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710307?gameHash=e2ab90492cd0bcd4,3,6,5,11,7,5,1,13,2,8,1,2,0,3,2,1,0,3,0,2
3722,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710370?gameHash=de44373da281270f,8,7,3,7,5,8,1,12,2,13,1,0,0,3,0,3,2,2,1,3
3723,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710381?gameHash=d7903e4096d2e815,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,4,0,8,2,3
3724,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710382?gameHash=3ebb3eeed8f9e162,2,4,4,4,2,5,0,9,2,7,1,0,0,1,0,0,0,0,0,0
3725,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710393?gameHash=b63e03e70d416cbb,1,1,0,4,2,2,0,4,2,3,3,10,4,10,3,10,0,9,8,4
3726,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710435?gameHash=38e160fb24b4e585,3,0,0,2,0,2,1,4,1,1,8,13,3,15,7,11,1,16,5,15
3727,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710437?gameHash=251c8439d15b0542,2,5,2,6,3,5,0,9,2,6,1,1,0,2,0,2,0,2,1,1
3728,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710440?gameHash=e845a94d91d155b4,1,2,1,2,1,2,0,3,0,1,8,7,2,14,5,11,0,16,2,12
3729,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/710449?gameHash=e9792da1a80fc71e,5,11,1,13,4,10,1,14,7,8,3,2,3,3,1,4,0,5,0,4
3730,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730300?gameHash=dc234228fddc8c4a,1,2,0,4,3,1,0,2,0,4,7,3,1,8,3,8,2,9,1,11
3731,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730309?gameHash=27678b9e6bd56806,3,12,2,10,8,6,1,10,3,11,3,3,3,5,3,2,0,6,0,6
3732,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730313?gameHash=5035d99beac72a52,1,2,0,2,0,2,0,1,2,0,7,3,0,12,5,9,2,14,5,7
3733,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730326?gameHash=caabaf6c3f2213e5,1,2,4,2,2,1,0,4,0,3,8,9,6,7,1,8,0,15,5,7
3734,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730361?gameHash=84a182b8ed9a7899,0,4,0,2,3,0,0,4,1,3,5,7,2,6,1,7,1,10,3,7
3735,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730365?gameHash=af37ae156adbdac2,10,4,0,13,4,5,1,9,3,11,1,2,1,2,1,4,2,2,1,3
3736,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730366?gameHash=b4bbe6535b6302d5,5,3,1,2,1,8,0,8,2,5,0,0,0,0,0,0,0,0,0,0
3737,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/730378?gameHash=def08fa29e0beaac,4,5,5,4,3,10,0,13,4,8,4,8,3,6,4,11,1,15,4,12
3738,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/740103?gameHash=83001359dcb9314c,1,5,1,5,6,2,0,6,0,6,2,7,5,0,1,5,2,6,0,5
3739,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750107?gameHash=c309de16988c10d5,3,7,5,3,1,9,1,10,4,7,1,1,1,1,1,1,0,3,1,3
3740,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750116?gameHash=20a9eda0fdeadc3a,3,9,3,11,4,8,0,10,6,7,3,3,1,6,3,5,1,3,2,3
3741,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750126?gameHash=16ed38cfb6acd928,3,2,0,7,4,4,0,7,3,6,4,4,2,9,6,6,0,7,1,10
3742,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750210?gameHash=8ff91ee509b2589b,3,7,4,5,7,4,0,11,1,9,5,0,0,5,0,1,0,4,0,3
3743,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750220?gameHash=ef584927bcd1108c,1,2,2,3,1,3,0,3,2,2,5,6,0,9,6,2,0,8,0,5
3744,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750227?gameHash=e55f7396e6ed09cf,0,1,0,1,2,0,0,3,1,2,7,7,0,13,3,9,1,13,3,11
3745,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750245?gameHash=1dca200953620978,6,7,4,11,4,11,0,12,3,5,7,9,1,15,10,10,1,19,1,18
3746,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750254?gameHash=a4dd5a03eb1ae82f,3,3,2,5,5,2,0,4,0,8,9,5,2,7,5,10,4,12,2,9
3747,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750263?gameHash=dbb8b049c31c4edc,3,7,5,7,6,9,0,14,1,11,0,7,0,5,7,0,0,5,0,6
3748,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750327?gameHash=85be3faaf5289a84,1,4,3,5,2,6,0,8,3,6,6,11,1,15,10,7,1,15,1,14
3749,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750333?gameHash=6820acc9be61aba0,2,4,0,5,1,3,1,3,3,0,2,2,2,1,0,5,0,4,1,3
3750,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750341?gameHash=7914ec14c906e1ac,1,2,1,0,2,1,0,3,0,3,3,9,3,6,5,5,0,9,2,8
3751,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750356?gameHash=f5a608a7138242b8,2,1,1,1,1,2,0,4,0,2,1,11,7,4,5,9,1,5,2,11
3752,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750361?gameHash=3bb81b57ba5c5351,8,3,3,11,2,12,1,11,2,10,0,0,0,0,0,0,0,0,0,0
3753,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/750380?gameHash=adc500d31cd6f3be,7,3,1,5,3,4,0,9,0,10,0,1,1,0,0,1,0,0,0,1
3754,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770037?gameHash=04e095c64c5769b7,2,1,0,3,0,4,1,2,1,3,4,3,2,9,4,6,1,7,0,8
3755,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770047?gameHash=8795df352ebcf5dd,1,1,1,0,0,1,0,2,0,1,0,1,0,1,1,0,0,1,0,0
3756,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770048?gameHash=c4ad2dd3ba50f9af,7,11,1,3,5,9,3,10,5,9,4,2,1,2,1,5,0,5,1,3
3757,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770059?gameHash=b5ae9ce89a2e59cc,5,1,0,3,1,4,0,3,1,1,7,7,2,13,9,8,1,11,2,14
3758,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760098?gameHash=064626c82d297ff8,1,1,0,0,1,1,1,1,0,2,8,4,1,8,6,7,0,13,2,10
3759,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760099?gameHash=48ba4ca7c21786d9,2,1,0,3,0,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0
3760,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770108?gameHash=c020da734fd381f8,3,9,3,7,7,6,0,13,2,6,0,1,1,0,1,2,0,3,1,2
3761,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760106?gameHash=036c385c6932f9df,4,1,1,4,0,5,0,4,1,5,4,9,2,7,6,8,0,12,5,7
3762,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760108?gameHash=abbb91a44813c6cd,4,1,0,6,3,4,0,6,1,4,7,5,5,8,2,11,0,11,2,13
3763,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760116?gameHash=50f92d1517d5a074,2,8,3,5,4,3,2,7,1,7,7,9,2,7,8,7,0,12,5,9
3764,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770189?gameHash=5af502d2ee1c797e,1,2,1,0,1,2,0,2,0,2,1,9,2,6,5,4,0,8,3,6
3765,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760194?gameHash=0f9b2226281d75bf,3,4,1,4,0,1,1,1,3,2,9,7,1,14,6,10,2,11,2,14
3766,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760197?gameHash=7d963c4407c701e4,3,10,7,8,7,10,2,13,2,12,2,5,1,0,7,5,0,6,2,7
3767,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760206?gameHash=4ab07ee926aecd27,6,6,8,4,6,6,0,10,3,7,5,2,1,6,1,3,0,5,1,3
3768,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760207?gameHash=b54e3fa8570ed118,3,10,3,9,3,10,0,10,5,5,2,2,0,0,2,1,0,3,0,3
3769,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760216?gameHash=e943ea2ba2763e58,2,0,0,1,0,1,0,2,0,1,6,7,3,4,3,8,3,8,2,9
3770,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760262?gameHash=441bed9a93263966,3,5,2,8,3,5,0,9,4,7,6,5,4,7,2,10,1,10,5,8
3771,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760263?gameHash=45e5cb5057bb8aa9,2,5,2,1,1,5,1,5,2,5,5,5,2,8,2,10,2,10,4,10
3772,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760264?gameHash=0d6831599620d2bd,2,5,5,1,2,5,1,5,1,6,5,11,3,13,10,9,2,15,4,13
3773,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760274?gameHash=16bf512bed2cc8a1,3,4,0,9,3,8,0,10,5,2,1,0,3,1,0,1,0,1,1,2
3774,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770344?gameHash=e38358072092561e,1,1,0,1,0,1,0,1,1,0,3,6,2,6,3,9,1,11,5,7
3775,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770345?gameHash=929882b869a7949c,3,7,4,8,4,10,3,8,1,10,4,1,1,2,0,2,0,2,1,4
3776,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770352?gameHash=f2889fe019793cd0,6,12,7,10,7,11,1,16,1,16,2,7,1,8,12,4,0,12,3,10
3777,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760346?gameHash=1716c16bd1224eab,1,2,1,4,2,1,0,3,5,2,2,13,7,8,7,6,0,12,3,13
3778,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760349?gameHash=f6cf71fddafc7820,1,0,0,1,0,1,0,1,0,1,7,6,4,4,5,6,1,9,1,6
3779,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770370?gameHash=7f499044e0ca2880,3,7,4,6,1,11,0,9,7,3,1,3,0,0,3,1,0,4,0,4
3780,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770405?gameHash=d3e14e9d72258154,1,3,3,1,2,4,0,5,0,3,7,6,5,9,3,9,0,12,2,10
3781,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770410?gameHash=b7ebcd6e38ed9b94,10,4,2,16,5,8,2,15,3,9,0,4,0,5,1,5,3,2,3,2
3782,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/760403?gameHash=df8ec771ab82cfc3,6,5,1,4,4,5,0,7,2,9,0,3,1,1,2,2,2,4,2,3
3783,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770422?gameHash=8e2247225c2ed853,1,4,4,3,1,4,0,7,2,4,7,7,1,11,9,10,1,13,2,13
3784,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770423?gameHash=82c1a6cbeeda837d,4,9,6,3,4,8,0,13,1,11,2,0,1,2,1,3,0,2,1,2
3785,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/770433?gameHash=f459387ad29041ae,3,4,3,5,3,7,2,9,5,7,0,8,4,2,8,5,1,10,4,4
3786,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780032?gameHash=c586dd60ec2268a8,6,2,3,8,6,3,0,8,0,7,3,10,2,12,6,11,1,15,7,9
3787,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780039?gameHash=56811bcee82293ed,4,10,5,8,5,8,0,13,6,12,1,2,3,4,1,3,0,5,2,3
3788,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780040?gameHash=441b2b50ce3b8385,4,6,3,7,3,7,0,9,4,5,2,2,0,1,1,2,0,2,1,3
3789,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780047?gameHash=c363b0c82f9316db,2,9,7,9,3,9,1,9,6,9,1,6,2,3,1,6,1,7,6,2
3790,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780061?gameHash=a7d57c40ba216c41,1,2,0,2,3,2,1,3,0,3,1,9,4,8,4,7,0,10,7,8
3791,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780065?gameHash=b305f6be42f858bb,1,1,0,0,1,2,1,3,1,2,5,9,3,5,5,8,0,13,3,10
3792,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780067?gameHash=598567870fd433ed,3,3,4,3,0,5,0,7,5,3,4,7,2,6,5,8,3,13,6,5
3793,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780077?gameHash=20f746e24dad2d21,3,3,0,6,3,5,2,5,1,5,7,6,3,10,5,10,3,9,3,9
3794,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780079?gameHash=7337984692f7f4d8,3,6,4,1,1,6,1,6,1,6,0,9,5,8,8,7,0,12,3,4
3795,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790070?gameHash=9fd806cd674d1989,1,0,1,1,0,2,0,3,1,2,1,10,6,2,6,3,0,12,1,9
3796,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790077?gameHash=51037d0a1268a5ee,0,1,2,2,0,4,0,3,2,2,2,10,2,8,4,6,1,12,7,6
3797,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790079?gameHash=06b32933bc151a38,1,4,3,3,1,4,1,4,1,5,6,5,2,8,2,8,0,12,3,9
3798,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790082?gameHash=17b594947544f8a3,2,5,1,6,5,6,0,11,5,7,6,8,5,7,1,11,0,13,5,8
3799,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790094?gameHash=c189de838af48fb5,6,12,10,6,8,13,0,19,3,13,1,2,1,1,2,1,1,4,1,4
3800,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790096?gameHash=ecfc0069165316f6,3,5,2,2,1,4,0,6,3,1,5,9,1,13,10,11,0,20,6,11
3801,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/790103?gameHash=b039603b84df82a7,2,1,3,1,0,4,0,5,1,2,11,9,1,10,5,10,0,17,5,8
3802,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780398?gameHash=1c45f52a92012388,2,11,8,6,6,9,3,12,3,12,8,5,3,8,1,8,0,14,4,8
3803,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780402?gameHash=c7ee3bb9ff11cfa3,2,2,1,3,2,2,0,3,1,2,4,6,4,5,6,8,1,9,5,6
3804,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780403?gameHash=e43091a942a94236,2,11,4,8,7,6,2,13,8,8,4,1,1,3,2,1,0,2,1,1
3805,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780445?gameHash=0b802ab93e616e57,0,6,2,4,3,1,0,5,3,5,3,3,0,4,0,5,1,6,3,4
3806,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/780446?gameHash=a2cea6541d9edfc9,4,8,4,8,3,6,1,11,6,9,6,8,7,8,2,12,0,13,2,10
